AC electromagnetic yoke
AC magnetisation
transition between weld
transition point
transition zone
transmission of load
transmission of ultrasound
transmission pulse strength
transversal load distribution
transversal plane
transverse
transverse acceleration factor
transverse bulkhead
transverse bulkhead location
transverse bulkhead position
transverse bulkhead structure
transverse component
transverse compression
transverse contact ratio
transverse deflection
transverse dimensionless acceleration
transverse direction
transverse force
transverse frame
transverse frame position
transverse girder
transverse imperfection
transverse load
transverse position of shear
transverse pressure
transverse pressure angle
transverse racking force
transverse section
transverse stress
transverse web
transverse web frame
trend curve
trim correction
trim limit
trim range
truss element
tube voltage
tunnel thruster
twin crystal
twin crystal probe
twin rudder installation
twist characteristic
twist function
twist locks
type approval
type approval certificate
type engine
type of discontinuity
type of loading
type of pitch
type of probe
type of structure
type or vessel size
type profile
types of finite element
types of pitch
typical SWL
typical SWL value
typical for ship
typical load
typical plate
typical value
ultimate buckling
ultimate buckling capacity
ultimate capacity
ultimate capacity limit
ultimate capacity model
ultimate capacity prediction
ultimate hull girder
ultimate hull girder capacity
ultimate limit state
ultimate load
ultimate moment capacity
ultimate strength
ultimate strength analysis
ultimate strength assessment
ultimate strength characteristic
ultimate strength limit
ultimate strength prediction
ultimate tensile strength
ultrasonic apparatus
ultrasonic beam
ultrasonic equipment
ultrasonic system
ultrasonic test unit
ultrasonic testing
ultrasonic testing report
uncloseable opening
uncoated spot
uncovered calibration block
unfiltered and filtered speed
uniform frame
uniform frame spacing
uniform lateral pressure
uniform layer
uniform optical density
uniform thickness
unique opportunity
unit facewidth
unit in case
unit load
unknown coefficient
unknown variance
unloaded plate edge
unrelieved part
unsafe region
unstable postbuckling
